2392.7487965967402, 0
2443.3024414091224, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2585.5863396898994, 0
2663.641278114845, 0
2689.0739873353778, 0
2689.0739873353778, 0
2708.451239147241, 0
2708.451239147241, 0
2708.451239147241, 0
2708.451239147241, 0
2708.941019563689, 0
2708.941019563689, 0
2708.941019563689, 0
2708.941019563689, 0
2708.941019563689, 0
2708.941019563689, 0
2708.941019563689, 0
2708.941019563689, 0
2708.941019563689, 0
2803.4019552311465, 0
2803.4019552311465, 0
2803.4019552311465, 0
2803.4019552311465, 0
2803.4019552311465, 0
2803.4019552311465, 0
2926.697188362003, 0
2926.697188362003, 0
2926.697188362003, 0
2926.697188362003, 0
2926.697188362003, 0
2926.697188362003, 0
2962.3041842140956, 0
2962.3041842140956, 0
2962.3041842140956, 0
2962.3041842140956, 0
3014.8450376514807, 0
3014.8450376514807, 0
3014.8450376514807, 0
3014.8450376514807, 0
3111.1997804158987, 0
3111.1997804158987, 0
3183.129894378355, 0
3183.129894378355, 0
3198.215601810898, 0
3198.215601810898, 0
3198.215601810898, 0
3198.215601810898, 0
3198.215601810898, 0
3198.215601810898, 0
3198.215601810898, 0
3198.215601810898, 0
3198.215601810898, 0
3198.215601810898, 0
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3258, 742
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3262, 738
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
3279, 721
